TableName , Field Name , Data Type , IsNull , Is Primary Key , Type Key ,Foreign Key , Multiple FK Type
"Exposure","WorkloadWeight","int4","not null","","","",""
"Exposure","AssignedByUser","varchar(100)","nullable","","","entity.User",""
"Exposure","AssignedGroup","varchar(100)","nullable","","","entity.Group",""
"Exposure","AssignedQueue","varchar(100)","nullable","","","entity.AssignableQueue",""
"Exposure","AssignedUser","varchar(100)","nullable","","","entity.User",""
"Exposure","ClaimantDenorm","varchar(100)","nullable","","","FK to the table specified in ClaimantDenorm_Type column",""
"Exposure","CompBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","Coverage","varchar(100)","nullable","","","FK to the table specified in Coverage_Type column",""
"Exposure","DeathBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","DisBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","Incident","varchar(100)","nullable","","","FK to the table specified in Incident_Type column",""
"Exposure","LifePensionBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","NewEmpData","varchar(100)","nullable","","","entity.EmploymentData",""
"Exposure","PIPDeathBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","PIPVocBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","PPDBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","PTDBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","PreviousGroup","varchar(100)","nullable","","","entity.Group",""
"Exposure","PreviousQueue","varchar(100)","nullable","","","entity.AssignableQueue",""
"Exposure","PreviousUser","varchar(100)","nullable","","","entity.User",""
"Exposure","PriorEmpData","varchar(100)","nullable","","","entity.EmploymentData",""
"Exposure","RSBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","RawCovArch_Ext","varchar(100)","nullable","","","FK to the table specified in RawCovArch_Ext_Type column",""
"Exposure","SSDIBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","StatLine","varchar(100)","nullable","","","entity.StatCode",""
"Exposure","TPDBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","TTDBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","TempLocation","varchar(100)","nullable","","","entity.Address",""
"Exposure","VocBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","WCBenefits","varchar(100)","nullable","","","entity.Benefits",""
"Exposure","ClaimantDenorm_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"Exposure","Coverage_Type","varchar(30)","nullable","","","","PolicyCoverage, PropertyCoverage, RUCoverage, VehicleCoverage"
"Exposure","Incident_Type","varchar(30)","nullable","","","","APDIncident, BaggageIncident, CyberIncident_Ext, DwellingIncident, EAIncident_Ext, FixedPropertyIncident, Incident, InjuryIncident, LivingExpensesIncident, MobilePropertyIncident, OtherStructureIncident, ProLiabilityIncident_Ext, PropertyContentsIncident, PropertyIncident, TripIncident, VehicleIncident"
"Exposure","RawCovArch_Ext_Type","varchar(30)","nullable","","","","LocVehRawCoverage_Ext, PolicyRawCoverage_Ext, RawCoverage_Ext"
"Exposure","PMT_PayloadId","varchar(256)","not null","","","",""
"ExposureISOMatchReport","PMT_ID","varchar(100)","not null","primary key","","",""
"ExposureISOMatchReport","PMT_Parent","varchar(100)","nullable","","","entity.Exposure",""
"ExposureISOMatchReport","AccidentDetails_Ext","varchar(1000)","nullable","","","",""
"ExposureISOMatchReport","BodyPart_Ext","varchar(200)","nullable","","","",""
"ExposureISOMatchReport","ClaimNumber","varchar(30)","nullable","","","",""
"ExposureISOMatchReport","DateOfLoss","timestamp","nullable","","","",""
"ExposureISOMatchReport","InsurerAddress1","varchar(50)","nullable","","","",""
"ExposureISOMatchReport","InsurerAddress2","varchar(50)","nullable","","","",""
"ExposureISOMatchReport","InsurerAddress3","varchar(50)","nullable","","","",""
"ExposureISOMatchReport","InsurerAddressCity","varchar(25)","nullable","","","",""
"ExposureISOMatchReport","InsurerAddressPostalCode","varchar(9)","nullable","","","",""
"ExposureISOMatchReport","InsurerAddressState","varchar(10)","nullable","","","",""
"ExposureISOMatchReport","InsurerPhone","varchar(30)","nullable","","","",""
"ExposureISOMatchReport","InsuringCompany","varchar(70)","nullable","","","",""
"ExposureISOMatchReport","LoadCommandID","int8","nullable","","","",""
"ExposureISOMatchReport","MatchReasons","varchar(50)","not null","","","",""
"ExposureISOMatchReport","PolicyNumber","varchar(30)","nullable","","","",""
"ExposureISOMatchReport","PolicyType","varchar(30)","nullable","","","",""
"ExposureISOMatchReport","ReceivedDate","timestamp","nullable","","","",""
"ExposureISOMatchReport","PMT_PayloadId","varchar(256)","not null","","","",""
"ExposureSynchState","PMT_ID","varchar(100)","not null","primary key","","",""
"ExposureSynchState","PMT_Parent","varchar(100)","nullable","","","entity.Exposure",""
"ExposureSynchState","MessageSink","int4","not null","","","",""
"ExposureSynchState","SynchState","varchar(10)","nullable","","typekey.SynchState","",""
"ExposureSynchState","PMT_PayloadId","varchar(256)","not null","","","",""
"ExposureText","PMT_ID","varchar(100)","not null","primary key","","",""
"ExposureText","PMT_Parent","varchar(100)","nullable","","","entity.Exposure",""
"ExposureText","AbstractReadyFlag_Ext","bool","nullable","","","",""
"ExposureText","LoadCommandID","int8","nullable","","","",""
"ExposureText","Text","varchar(1333)","nullable","","","",""
"ExposureText","TextType","varchar(20)","nullable","","typekey.ExposureTextType","",""
"ExposureText","PMT_PayloadId","varchar(256)","not null","","","",""
"ExposureValidations_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"ExposureValidations_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"ExposureValidations_Ext","Attribute","varchar(100)","nullable","","","",""
"ExposureValidations_Ext","ErrorKey","varchar(20)","nullable","","","",""
"ExposureValidations_Ext","ErrorMessage","bytea","nullable","","","",""
"ExposureValidations_Ext","ErrorMessage_Ext","varchar(500)","nullable","","","",""
"ExposureValidations_Ext","LoadCommandID","int8","nullable","","","",""
"ExposureValidations_Ext","ResolvedDate","timestamp","nullable","","","",""
"ExposureValidations_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"FinancialAutomatedActivityHandler","PMT_ID","varchar(100)","not null","primary key","","",""
"FinancialAutomatedActivityHandler","PMT_Parent","varchar(100)","nullable","","","entity.AccountSpecialHandling",""
"FinancialAutomatedActivityHandler","ActivityPattern","varchar(60)","not null","","","",""
"FinancialAutomatedActivityHandler","EmailTemplateOverride","varchar(255)","nullable","","","",""
"FinancialAutomatedActivityHandler","PolicyType","varchar(24)","nullable","","typekey.PolicyType","",""
"FinancialAutomatedActivityHandler","PMT_PayloadId","varchar(256)","not null","","","",""
"FinancialAutomatedNotificationHandler","PMT_ID","varchar(100)","not null","primary key","","",""
"FinancialAutomatedNotificationHandler","PMT_Parent","varchar(100)","nullable","","","entity.AccountSpecialHandling",""
"FinancialAutomatedNotificationHandler","EmailAddress","varchar(60)","nullable","","","",""
"FinancialAutomatedNotificationHandler","EmailRole","varchar(30)","nullable","","typekey.ContactRole","",""
"FinancialAutomatedNotificationHandler","EmailTemplate","varchar(255)","not null","","","",""
"FinancialAutomatedNotificationHandler","NotificationType","varchar(11)","not null","","typekey.NotificationType","",""
"FinancialAutomatedNotificationHandler","PolicyType","varchar(24)","nullable","","typekey.PolicyType","",""
"FinancialAutomatedNotificationHandler","PMT_PayloadId","varchar(256)","not null","","","",""
"FinancialCovTerm","PMT_ID","varchar(100)","not null","primary key","","",""
"FinancialCovTerm","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"FinancialCovTerm","PMT_Parent_Type","varchar(30)","nullable","","","","PolicyCoverage, PropertyCoverage, RUCoverage, VehicleCoverage"
"FinancialCovTerm","AbstractReadyFlag_Ext","bool","nullable","","","",""
"FinancialCovTerm","CovTermOrder","int4","nullable","","","",""
"FinancialCovTerm","CovTermPattern","varchar(49)","nullable","","typekey.CovTermPattern","",""
"FinancialCovTerm","FinancialAmount","numeric(18,2)","nullable","","","",""
"FinancialCovTerm","LoadCommandID","int8","nullable","","","",""
"FinancialCovTerm","ModelAggregation","varchar(2)","nullable","","typekey.CovTermModelAgg","",""
"FinancialCovTerm","ModelRestriction","varchar(12)","nullable","","typekey.CovTermModelRest","",""
"FinancialCovTerm","PolicySystemId","varchar(256)","nullable","","","",""
"FinancialCovTerm","PMT_PayloadId","varchar(256)","not null","","","",""
"FinancialHold_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"FinancialHold_Ext","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"FinancialHold_Ext","PMT_Parent_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"FinancialHold_Ext","Description","varchar(300)","nullable","","","",""
"FinancialHold_Ext","LienType","varchar(12)","nullable","","typekey.LienType_Ext","",""
"FinancialHold_Ext","LoadCommandID","int8","nullable","","","",""
"FinancialHold_Ext","Type","varchar(10)","nullable","","typekey.Type_Ext","",""
"FinancialHold_Ext","docName","varchar(255)","nullable","","","",""
"FinancialHold_Ext","Document","varchar(100)","nullable","","","entity.Document",""
"FinancialHold_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"FinancialThresholdTrigger","PMT_ID","varchar(100)","not null","primary key","","",""
"FinancialThresholdTrigger","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"FinancialThresholdTrigger","PMT_Parent_Type","varchar(37)","nullable","","","","FinancialAutomatedActivityHandler, FinancialAutomatedNotificationHandler"
"FinancialThresholdTrigger","Currency","varchar(3)","not null","","typekey.Currency","",""
"FinancialThresholdTrigger","FinancialThreshold","varchar(16)","not null","","typekey.FinancialThreshold","",""
"FinancialThresholdTrigger","ThresholdAmount","numeric(18,2)","not null","","","",""
"FinancialThresholdTrigger","TriggeringCause","varchar(7)","nullable","","typekey.FinancialTriggerCause","",""
"FinancialThresholdTrigger","PMT_PayloadId","varchar(256)","not null","","","",""
"FinancialValidations_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"FinancialValidations_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"FinancialValidations_Ext","Attribute","varchar(100)","nullable","","","",""
"FinancialValidations_Ext","ErrorKey","varchar(20)","nullable","","","",""
"FinancialValidations_Ext","ErrorMessage","bytea","nullable","","","",""
"FinancialValidations_Ext","ErrorMessage_Ext","varchar(500)","nullable","","","",""
"FinancialValidations_Ext","LoadCommandID","int8","nullable","","","",""
"FinancialValidations_Ext","ResolvedDate","timestamp","nullable","","","",""
"FinancialValidations_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"FixedPropertyIncident","PMT_ID","varchar(100)","not null","primary key","","",""
"FixedPropertyIncident","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"FixedPropertyIncident","AOCCode_Ext","text","nullable","","","",""
"FixedPropertyIncident","AbstractReadyFlag_Ext","bool","nullable","","","",""
"FixedPropertyIncident","AlarmType","varchar(9)","nullable","","typekey.AlarmType","",""
"FixedPropertyIncident","AlreadyRepaired","bool","nullable","","","",""
"FixedPropertyIncident","AppraisalFirstAppointment","timestamp","nullable","","","",""
"FixedPropertyIncident","AssessmentCloseDate","timestamp","nullable","","","",""
"FixedPropertyIncident","AssessmentComment","varchar(255)","nullable","","","",""
"FixedPropertyIncident","AssessmentName","varchar(128)","nullable","","","",""
"FixedPropertyIncident","AssessmentStatus","varchar(6)","nullable","","typekey.AssessmentStatus","",""
"FixedPropertyIncident","AssessmentTargetCloseDate","timestamp","nullable","","","",""
"FixedPropertyIncident","AssessmentType","varchar(8)","nullable","","typekey.AssessmentType","",""
"FixedPropertyIncident","AutomationPath","varchar(16)","nullable","","typekey.AutomationPath","",""
"FixedPropertyIncident","ClassType","varchar(13)","nullable","","typekey.ClassType","",""
"FixedPropertyIncident","DescOther","varchar(255)","nullable","","","",""
"FixedPropertyIncident","Description","varchar(1333)","nullable","","","",""
"FixedPropertyIncident","EquipmentDamageDescription_Ext","varchar(200)","nullable","","","",""
"FixedPropertyIncident","EstDamageType","varchar(7)","nullable","","typekey.EstDamageType","",""
"FixedPropertyIncident","EstRepairCost","numeric(18,2)","nullable","","","",""
"FixedPropertyIncident","EstRepairTime","varchar(60)","nullable","","","",""
"FixedPropertyIncident","EstimatesReceived","varchar(7)","nullable","","typekey.YesNo","",""
"FixedPropertyIncident","ExtDamagetxt","varchar(289)","nullable","","","",""
"FixedPropertyIncident","ExtWallMat","varchar(11)","nullable","","typekey.ExtWallMat","",""
"FixedPropertyIncident","Fatality_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"FixedPropertyIncident","FireProtDetails","varchar(1)","nullable","","","",""
"FixedPropertyIncident","HasBusinessIncome_Ext","bool","nullable","","","",""
"FixedPropertyIncident","HasEquipmentDamage_Ext","bool","nullable","","","",""
"FixedPropertyIncident","HazardInvolved","varchar(7)","nullable","","typekey.YesNo","",""
"FixedPropertyIncident","IncludeContentLineItems","bool","nullable","","","",""
"FixedPropertyIncident","IncludeLineItems","bool","nullable","","","",""
"FixedPropertyIncident","InspectionRequired","bool","nullable","","","",""
"FixedPropertyIncident","IsHabitable_Ext","varchar(7)","nullable","","typekey.YesNoPartial_Ext","",""
"FixedPropertyIncident","IsReinManualUpdate_Ext","bool","nullable","","","",""
"FixedPropertyIncident","LoadCommandID","int8","nullable","","","",""
"FixedPropertyIncident","LossArea","varchar(15)","nullable","","typekey.LossArea","",""
"FixedPropertyIncident","LossEstimate","numeric(18,2)","nullable","","","",""
"FixedPropertyIncident","LossParty","varchar(11)","nullable","","typekey.LossPartyType","",""
"FixedPropertyIncident","LossofUse","bool","nullable","","","",""
"FixedPropertyIncident","MealsDays","int4","nullable","","","",""
"FixedPropertyIncident","MealsPeople","int4","nullable","","","",""
"FixedPropertyIncident","MealsRate","numeric(18,2)","nullable","","","",""
"FixedPropertyIncident","MoldInvolved","varchar(7)","nullable","","typekey.YesNo","",""
"FixedPropertyIncident","NumSprinkOper","int4","nullable","","","",""
"FixedPropertyIncident","NumSprinkler","int4","nullable","","","",""
"FixedPropertyIncident","NumStories","int4","nullable","","","",""
"FixedPropertyIncident","OccupancyType","varchar(10)","nullable","","typekey.OccupancyType","",""
"FixedPropertyIncident","PropertyDesc","varchar(255)","nullable","","","",""
"FixedPropertyIncident","PropertyValue","numeric(18,2)","nullable","","","",""
"FixedPropertyIncident","ReinsuranceReport_Ext","varchar(34)","nullable","","typekey.ReinsuranceReport_Ext","",""
"FixedPropertyIncident","RoofMaterial","varchar(8)","nullable","","typekey.RoofMaterial","",""
"FixedPropertyIncident","Severity","varchar(16)","nullable","","typekey.SeverityType","",""
"FixedPropertyIncident","SprinkRetServ","varchar(9)","nullable","","typekey.SprinkRetServ","",""
"FixedPropertyIncident","SprinklerType","varchar(7)","nullable","","typekey.SprinklerType","",""
"FixedPropertyIncident","ValuationRequired","varchar(29)","nullable","","typekey.ValuationRequired","",""
"FixedPropertyIncident","ValuationSource","varchar(6)","nullable","","typekey.PropertyValuationSource","",""
"FixedPropertyIncident","WhenToView","varchar(255)","nullable","","","",""
"FixedPropertyIncident","InternalUser","varchar(100)","nullable","","","entity.User",""
"FixedPropertyIncident","Property","varchar(100)","nullable","","","entity.PolicyLocation",""
"FixedPropertyIncident","PMT_PayloadId","varchar(256)","not null","","","",""
"FullDenialReason","PMT_ID","varchar(100)","not null","primary key","","",""
"FullDenialReason","PMT_Parent","varchar(100)","nullable","","","entity.ClaimWorkComp",""
"FullDenialReason","FullDenialReasonCode","varchar(2)","not null","","typekey.FullDenialReason","",""
"FullDenialReason","LoadCommandID","int8","nullable","","","",""
"FullDenialReason","PMT_PayloadId","varchar(256)","not null","","","",""
"GeneralLiabilityRU","PMT_ID","varchar(100)","not null","primary key","","",""
"GeneralLiabilityRU","PMT_Parent","varchar(100)","nullable","","","entity.Policy",""
"GeneralLiabilityRU","AbstractReadyFlag_Ext","bool","nullable","","","",""
"GeneralLiabilityRU","BusinessIncomeAmount_Ext","numeric(18,2)","nullable","","","",""
"GeneralLiabilityRU","BusinessPersonalProperty_Ext","numeric(18,2)","nullable","","","",""
"GeneralLiabilityRU","Description","varchar(255)","nullable","","","",""
"GeneralLiabilityRU","LoadCommandID","int8","nullable","","","",""
"GeneralLiabilityRU","NumberOfBuildings_Ext","varchar(255)","nullable","","","",""
"GeneralLiabilityRU","NumberOfLocations_Ext","varchar(255)","nullable","","","",""
"GeneralLiabilityRU","NumberOfStories_Ext","varchar(255)","nullable","","","",""
"GeneralLiabilityRU","PolicySystemId","varchar(256)","nullable","","","",""
"GeneralLiabilityRU","RUNumber","int4","not null","","","",""
"GeneralLiabilityRU","RiskEffectiveDate_Ext","timestamp","nullable","","","",""
"GeneralLiabilityRU","RiskExpirationDate_Ext","timestamp","nullable","","","",""
"GeneralLiabilityRU","RiskID_Ext","varchar(100)","nullable","","","",""
"GeneralLiabilityRU","RiskPremiumCountry_Ext","varchar(22)","nullable","","typekey.Country","",""
"GeneralLiabilityRU","RiskPremiumState_Ext","varchar(18)","nullable","","typekey.Jurisdiction","",""
"GeneralLiabilityRU","RiskType_Ext","varchar(100)","nullable","","","",""
"GeneralLiabilityRU","SOVOccupancyCode_Ext","varchar(100)","nullable","","","",""
"GeneralLiabilityRU","SOVOccupancyDescription_Ext","varchar(300)","nullable","","","",""
"GeneralLiabilityRU","SOVRealPropertyAmount_Ext","numeric(18,2)","nullable","","","",""
"GeneralLiabilityRU","Building","varchar(100)","nullable","","","entity.Building",""
"GeneralLiabilityRU","ClassCode","varchar(100)","nullable","","","entity.ClassCode",""
"GeneralLiabilityRU","PolicyLocation","varchar(100)","nullable","","","entity.PolicyLocation",""
"GeneralLiabilityRU","PMT_PayloadId","varchar(256)","not null","","","",""
"Group_","PMT_ID","varchar(100)","not null","primary key","","",""
"Group_","PublicID","varchar(64)","not null","","","",""
"Group_","PMT_PayloadId","varchar(256)","not null","","","",""
"HandlingChar_Acc","PMT_ID","varchar(100)","not null","primary key","","",""
"HandlingChar_Acc","PMT_Parent","varchar(100)","nullable","","","entity.ScoringInfo_Acc",""
"HandlingChar_Acc","CharacteristicCd","varchar(255)","nullable","","","",""
"HandlingChar_Acc","CharacteristicId","varchar(255)","nullable","","","",""
"HandlingChar_Acc","CharacteristicText","varchar(1333)","nullable","","","",""
"HandlingChar_Acc","LoadCommandID","int8","nullable","","","",""
"HandlingChar_Acc","PMT_PayloadId","varchar(256)","not null","","","",""
"History","PMT_ID","varchar(100)","not null","primary key","","",""
"History","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"History","AbstractReadyFlag_Ext","bool","nullable","","","",""
"History","CustomType","varchar(22)","nullable","","typekey.CustomHistoryType","",""
"History","Description","varchar(4000)","nullable","","","",""
"History","EventTimestamp","timestamp","nullable","","","",""
"History","LoadCommandID","int8","nullable","","","",""
"History","RuleUID","varchar(255)","nullable","","","",""
"History","Type","varchar(18)","nullable","","typekey.HistoryType","",""
"History","payeeNames_Ext","varchar(100)","nullable","","","",""
"History","BulkInvoice","varchar(100)","nullable","","","entity.BulkInvoice",""
"History","Check_Ext","varchar(100)","nullable","","","entity.Check",""
"History","ClaimContact_Ext","varchar(100)","nullable","","","entity.ClaimContact",""
"History","Exposure","varchar(100)","nullable","","","entity.Exposure",""
"History","Incident_Ext","varchar(100)","nullable","","","FK to the table specified in Incident_Ext_Type column",""
"History","Matter","varchar(100)","nullable","","","entity.Matter",""
"History","Subrogation","varchar(100)","nullable","","","entity.Subrogation",""
"History","TransactionSet","varchar(100)","nullable","","","FK to the table specified in TransactionSet_Type column",""
"History","User_","varchar(100)","nullable","","","entity.User",""
"History","Incident_Ext_Type","varchar(30)","nullable","","","","APDIncident, BaggageIncident, CyberIncident_Ext, DwellingIncident, EAIncident_Ext, FixedPropertyIncident, Incident, InjuryIncident, LivingExpensesIncident, MobilePropertyIncident, OtherStructureIncident, ProLiabilityIncident_Ext, PropertyContentsIncident, PropertyIncident, TripIncident, VehicleIncident"
"History","TransactionSet_Type","varchar(30)","nullable","","","","CheckSet, RecoveryReserveSet, RecoverySet, ReserveSet"
"History","PMT_PayloadId","varchar(256)","not null","","","",""
"ICDCode","PMT_ID","varchar(100)","not null","primary key","","",""
"ICDCode","AbstractReadyFlag_Ext","bool","nullable","","","",""
"ICDCode","AvailabilityDate","timestamp","nullable","","","",""
"ICDCode","BodySystem","varchar(8)","not null","","typekey.ICDBodySystem","",""
"ICDCode","Chronic","bool","nullable","","","",""
"ICDCode","Code","varchar(8)","not null","","","",""
"ICDCode","CodeDesc","varchar(250)","not null","","","",""
"ICDCode","Edition","varchar(5)","not null","","typekey.ICDEdition","",""
"ICDCode","ExpiryDate","timestamp","nullable","","","",""
"ICDCode","LoadCommandID","int8","nullable","","","",""
"ICDCode","PMT_PayloadId","varchar(256)","not null","","","",""
"ICDCode_CodeDesc_L10N","PMT_ID","varchar(100)","not null","primary key","","",""
"ICDCode_CodeDesc_L10N","PMT_Parent","varchar(100)","nullable","","","entity.ICDCode",""
"ICDCode_CodeDesc_L10N","Language","varchar(5)","not null","","typekey.LanguageType","",""
"ICDCode_CodeDesc_L10N","LoadCommandID","int8","nullable","","","",""
"ICDCode_CodeDesc_L10N","Value","varchar(250)","not null","","","",""
"ICDCode_CodeDesc_L10N","PMT_PayloadId","varchar(256)","not null","","","",""
"IMEPerformed","PMT_ID","varchar(100)","not null","primary key","","",""
"IMEPerformed","PMT_Parent","varchar(100)","nullable","","","entity.Exposure",""
"IMEPerformed","AbstractReadyFlag_Ext","bool","nullable","","","",""
"IMEPerformed","IMEDate","timestamp","nullable","","","",""
"IMEPerformed","IMEType","varchar(12)","not null","","typekey.IMEType","",""
"IMEPerformed","LoadCommandID","int8","nullable","","","",""
"IMEPerformed","PMT_PayloadId","varchar(256)","not null","","","",""
"Incident","PMT_ID","varchar(100)","not null","primary key","","",""
"Incident","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"Incident","AbstractReadyFlag_Ext","bool","nullable","","","",""
"Incident","AssessmentCloseDate","timestamp","nullable","","","",""
"Incident","AssessmentComment","varchar(255)","nullable","","","",""
"Incident","AssessmentName","varchar(128)","nullable","","","",""
"Incident","AssessmentStatus","varchar(6)","nullable","","typekey.AssessmentStatus","",""
"Incident","AssessmentTargetCloseDate","timestamp","nullable","","","",""
"Incident","AssessmentType","varchar(8)","nullable","","typekey.AssessmentType","",""
"Incident","AutomationPath","varchar(16)","nullable","","typekey.AutomationPath","",""
"Incident","Description","varchar(1333)","nullable","","","",""
"Incident","Fatality_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Incident","IncludeContentLineItems","bool","nullable","","","",""
"Incident","IncludeLineItems","bool","nullable","","","",""
"Incident","IsReinManualUpdate_Ext","bool","nullable","","","",""
"Incident","LoadCommandID","int8","nullable","","","",""
"Incident","LossEstimate","numeric(18,2)","nullable","","","",""
"Incident","LossParty","varchar(11)","nullable","","typekey.LossPartyType","",""
"Incident","ReinsuranceReport_Ext","varchar(34)","nullable","","typekey.ReinsuranceReport_Ext","",""
"Incident","Severity","varchar(16)","nullable","","typekey.SeverityType","",""
"Incident","InternalUser","varchar(100)","nullable","","","entity.User",""
"Incident","PMT_PayloadId","varchar(256)","not null","","","",""
"InjuryDiagnosis","PMT_ID","varchar(100)","not null","primary key","","",""
"InjuryDiagnosis","PMT_Parent","varchar(100)","nullable","","","entity.InjuryIncident",""
"InjuryDiagnosis","AbstractReadyFlag_Ext","bool","nullable","","","",""
"InjuryDiagnosis","Comments","varchar(250)","nullable","","","",""
"InjuryDiagnosis","Compensable","bool","nullable","","","",""
"InjuryDiagnosis","DateEnded","timestamp","nullable","","","",""
"InjuryDiagnosis","DateStarted","timestamp","nullable","","","",""
"InjuryDiagnosis","IsPrimary","bool","nullable","","","",""
"InjuryDiagnosis","LoadCommandID","int8","nullable","","","",""
"InjuryDiagnosis","Contact","varchar(100)","nullable","","","FK to the table specified in Contact_Type column",""
"InjuryDiagnosis","ICDCode","varchar(100)","nullable","","","entity.ICDCode",""
"InjuryDiagnosis","Contact_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"InjuryDiagnosis","PMT_PayloadId","varchar(256)","not null","","","",""
"InjuryIncident","PMT_ID","varchar(100)","not null","primary key","","",""
"InjuryIncident","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"InjuryIncident","AbstractReadyFlag_Ext","bool","nullable","","","",""
"InjuryIncident","AmbulanceUsed","bool","nullable","","","",""
"InjuryIncident","AssessmentCloseDate","timestamp","nullable","","","",""
"InjuryIncident","AssessmentComment","varchar(255)","nullable","","","",""
"InjuryIncident","AssessmentName","varchar(128)","nullable","","","",""
"InjuryIncident","AssessmentStatus","varchar(6)","nullable","","typekey.AssessmentStatus","",""
"InjuryIncident","AssessmentTargetCloseDate","timestamp","nullable","","","",""
"InjuryIncident","AssessmentType","varchar(8)","nullable","","typekey.AssessmentType","",""
"InjuryIncident","AutomationPath","varchar(16)","nullable","","typekey.AutomationPath","",""
"InjuryIncident","ClaimIncident","bool","nullable","","","",""
"InjuryIncident","DateOfDeath","timestamp","nullable","","","",""
"InjuryIncident","Description","varchar(1333)","nullable","","","",""
"InjuryIncident","DetailedInjuryType","varchar(23)","nullable","","typekey.DetailedInjuryType","",""
"InjuryIncident","DisabledDueToAccident","varchar(13)","nullable","","typekey.DisabledDueToAccident","",""
"InjuryIncident","Fatality_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"InjuryIncident","GeneralInjuryType","varchar(12)","nullable","","typekey.InjuryType","",""
"InjuryIncident","Impairment","numeric(4,1)","nullable","","","",""
"InjuryIncident","IncludeContentLineItems","bool","nullable","","","",""
"InjuryIncident","IncludeLineItems","bool","nullable","","","",""
"InjuryIncident","InjuryLocation_Ext","varchar(18)","nullable","","typekey.InjuryLocation_Ext","",""
"InjuryIncident","IsContactKnown_Ext","bool","nullable","","","",""
"InjuryIncident","IsMultiplePartiesInvolved_Ext","bool","nullable","","","",""
"InjuryIncident","IsReinManualUpdate_Ext","bool","nullable","","","",""
"InjuryIncident","LoadCommandID","int8","nullable","","","",""
"InjuryIncident","LossEstimate","numeric(18,2)","nullable","","","",""
"InjuryIncident","LossParty","varchar(11)","nullable","","typekey.LossPartyType","",""
"InjuryIncident","LostWages","bool","nullable","","","",""
"InjuryIncident","MedicalTreatmentType","varchar(15)","nullable","","typekey.MedicalTreatmentType","",""
"InjuryIncident","ReinsuranceReport_Ext","varchar(34)","nullable","","typekey.ReinsuranceReport_Ext","",""
"InjuryIncident","ReturnToModWorkActual","bool","nullable","","","",""
"InjuryIncident","ReturnToModWorkDate","timestamp","nullable","","","",""
"InjuryIncident","ReturnToModWorkValid","bool","nullable","","","",""
"InjuryIncident","ReturnToWorkActual","bool","nullable","","","",""
"InjuryIncident","ReturnToWorkDate","timestamp","nullable","","","",""
"InjuryIncident","ReturnToWorkValid","bool","nullable","","","",""
"InjuryIncident","Severity","varchar(16)","nullable","","typekey.SeverityType","",""
"InjuryIncident","InternalUser","varchar(100)","nullable","","","entity.User",""
"InjuryIncident","PMT_PayloadId","varchar(256)","not null","","","",""
"InlandMarineRU","PMT_ID","varchar(100)","not null","primary key","","",""
